journal_name,category,if_2022,if_2023,if_2024
Accounts of Materials Research,"CHEMISTRY, MULTIDISCIPLINARY - ESCI(Q1)",,,14.7
Acta Pharmaceutica Sinica B,,,,14.6
Science Translational Medicine,CELL BIOLOGY - SCIE(Q1),19.32,17.1,14.6
Lancet Healthy Longevity,GERIATRICS & GERONTOLOGY - ESCI(Q1),,,14.6
Nature Reviews Urology,UROLOGY & NEPHROLOGY - SCIE(Q1),16.43,15.3,14.6
Green Energy & Environment,"CHEMISTRY, PHYSICAL - SCIE(Q1)",12.78,13.3,14.6
HemaSphere,HEMATOLOGY - SCIE(Q1),8.3,6.6,14.6
Nature Ecology & Evolution,ECOLOGY - SCIE(Q1),19.1,16.8,14.5
Communications in Transportation Research,,,,14.5
Journal of Extracellular Vesicles,CELL BIOLOGY - SCIE(Q1),17.34,16,14.5
DRUGS,PHARMACOLOGY & PHARMACY - SCIE(Q1),11.43,11.5,14.4
Qualitative Psychology,,,,14.3
IEEE Transactions on Intelligent Vehicles,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1)",5.01,8.2,14.3
Nature Astronomy,ASTRONOMY & ASTROPHYSICS - SCIE(Q1),15.65,14.1,14.3
Journal of Materials Science & Technology,METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q1),10.32,10.9,14.3
Physics of Life Reviews,BIOLOGY - SCIE(Q1),9.83,11.7,14.3
Environmental Science and Ecotechnology,ENVIRONMENTAL SCIENCES - SCIE(Q1),9.37,12.6,14.3
Autophagy,CELL BIOLOGY - SCIE(Q1),13.39,13.3,14.3
Energy Economics,ECONOMICS - SSCI(Q1),9.25,,14.2
COMPOSITES PART B-ENGINEERING,"MATERIALS SCIENCE, COMPOSITES - SCIE(Q1)",11.32,13.1,14.2
JOURNAL OF MANUFACTURING SYSTEMS,"ENGINEERING, MANUFACTURING - SCIE(Q1)",9.5,12.1,14.2
JAMA Cardiology,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1),30.15,24,14.1
Energy & Environmental Materials,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",13.44,15,14.1
Advanced Science,NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q1),17.52,15.1,14.1
COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,FOOD SCIENCE & TECHNOLOGY - SCIE(Q1),15.79,14.8,14.1
Annual Review of Control Robotics and Autonomous Systems,ROBOTICS - SCIE(Q1),11.94,13.4,14
ACADEMY OF MANAGEMENT REVIEW,MANAGEMENT - SSCI(Q1),13.87,,13.9
ARTIFICIAL INTELLIGENCE REVIEW,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q1)",9.59,12,13.9
TRENDS IN IMMUNOLOGY,IMMUNOLOGY - SCIE(Q1),19.71,16.8,13.9
Journal of Magnesium and Alloys,METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q1),11.81,17.6,13.8
Advances in Applied Energy,,,,13.8
TRENDS IN MOLECULAR MEDICINE,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1)",15.27,13.6,13.8
Materials Reports: Energy,,,,13.8
ADVANCES IN PHYSICS,"PHYSICS, CONDENSED MATTER - SCIE(Q1)",23.75,,13.8
International Journal of Mining Science and Technology,MINING & MINERAL PROCESSING - SCIE(Q1),7.67,11.8,13.7
BEHAVIORAL AND BRAIN SCIENCES,NEUROSCIENCES - SCIE(Q1),21.36,29.3,13.7
Nature Chemical Biology,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),16.17,14.8,13.7
IEEE Journal of Selected Topics in Signal Processing,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1)",7.7,7.5,13.7
Annual Review of Biophysics,BIOPHYSICS - SCIE(Q1),19.76,12.4,13.7
IEEE TRANSACTIONS ON IMAGE PROCESSING,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q1)",11.04,10.6,13.7
Aggregate,"CHEMISTRY, MULTIDISCIPLINARY - ESCI(Q1)",,,13.7
Nature Plants,PLANT SCIENCES - SCIE(Q1),17.35,18,13.6
JOURNAL OF CLINICAL INVESTIGATION,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1)",19.46,15.9,13.6
Interdisciplinary Medicine,,,,13.6
Trends in Chemistry,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1)",22.45,15.7,13.6
Biochar,SOIL SCIENCE - SCIE(Q1),11.45,12.7,13.5
Experimental Hematology & Oncology,ONCOLOGY - SCIE(Q1),8.59,10.9,13.5
ACTA PHYSICO-CHIMICA SINICA,"CHEMISTRY, PHYSICAL - SCIE(Q1)",6.25,10.9,13.5
Advances in Methods and Practices in Psychological Science,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q1)",15.82,13.6,13.4
NEURO-ONCOLOGY,ONCOLOGY - SCIE(Q1),13.03,15.9,13.4
Implementation Science,HEALTH POLICY & SERVICES - SSCI(Q1),7.96,7.2,13.4
Trends in Environmental Analytical Chemistry,"CHEMISTRY, ANALYTICAL - SCIE(Q1)",13.62,11.2,13.4
LEUKEMIA,HEMATOLOGY - SCIE(Q1),12.88,11.4,13.4
Annual Review of Nutrition,NUTRITION & DIETETICS - SCIE(Q1),9.32,8.9,13.4
CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,"PHYSICS, CONDENSED MATTER - SCIE(Q1)",12.86,11,13.4
Theranostics,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1)",11.6,12.4,13.3
Business Strategy and the Environment,MANAGEMENT - SSCI(Q1),10.8,,13.3
CARDIOVASCULAR RESEARCH,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1),13.08,10.8,13.3
TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,BUSINESS - SSCI(Q1),10.88,,13.3
Radiology-Artificial Intelligence,,,,13.2
Annual Review of Neuroscience,NEUROSCIENCES - SCIE(Q1),15.55,13.9,13.2
Chemical Engineering Journal,"ENGINEERING, ENVIRONMENTAL - SCIE(Q1)",16.74,15.1,13.2
CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,ENVIRONMENTAL SCIENCES - SCIE(Q1),11.75,12.6,13.2
NUCLEIC ACIDS RESEARCH,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),19.16,14.9,13.1
Journal of Retailing and Consumer Services,BUSINESS - SSCI(Q1),10.97,,13.1
CEMENT AND CONCRETE RESEARCH,CONSTRUCTION & BUILDING TECHNOLOGY - SCIE(Q1),11.96,11.4,13.1
Annual Review of Pharmacology and Toxicology,TOXICOLOGY - SCIE(Q1),16.46,12.5,13.1
CEMENT & CONCRETE COMPOSITES,"MATERIALS SCIENCE, COMPOSITES - SCIE(Q1)",9.93,10.5,13.1
ACS Catalysis,"CHEMISTRY, PHYSICAL - SCIE(Q1)",13.7,12.9,13.1
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,"CHEMISTRY, PHYSICAL - SCIE(Q1)",17.18,13.6,13.1
Journal of Bioresources and Bioproducts,,,,13
Lancet Regional Health-Europe,HEALTH CARE SCIENCES & SERVICES - ESCI(Q1),,,13
Journal of Advanced Research,MULTIDISCIPLINARY SCIENCES - SCIE(Q1),12.82,10.7,13
Lancet HIV,INFECTIOUS DISEASES - SCIE(Q1),16.07,16.1,13
HUMAN RESOURCE MANAGEMENT REVIEW,MANAGEMENT - SSCI(Q1),10.67,,13
Annual Review of Earth and Planetary Sciences,ASTRONOMY & ASTROPHYSICS - SCIE(Q1),16.3,14.9,13
Foundations and Trends in Information Retrieval,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q1)",13.29,10.4,12.9
BIOMATERIALS,"MATERIALS SCIENCE, BIOMATERIALS - SCIE(Q1)",15.3,14,12.9
EXPERIMENTAL AND MOLECULAR MEDICINE,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1)",12.15,12.8,12.9
ENDOSCOPY,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q1),9.78,9.3,12.8
INTERNATIONAL JOURNAL OF PLASTICITY,MECHANICS - SCIE(Q1),8.5,9.8,12.8
JACC: CardioOncology,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1),8.42,11.1,12.8
JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,ONCOLOGY - SCIE(Q1),12.66,11.3,12.8
SmartMat,,,,12.8
Protein & Cell,CELL BIOLOGY - SCIE(Q1),15.33,21.1,12.8
Annual Review of Chemical and Biomolecular Engineering,"CHEMISTRY, APPLIED - SCIE(Q1)",9.7,8.4,12.8
QUARTERLY JOURNAL OF ECONOMICS,ECONOMICS - SSCI(Q1),19.01,,12.7
Microbiome,MICROBIOLOGY - SCIE(Q1),16.84,15.5,12.7
Computer Science Review,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q1)",8.76,12.9,12.7
KIDNEY INTERNATIONAL,UROLOGY & NEPHROLOGY - SCIE(Q1),19.0,19.6,12.6
Analytic Methods in Accident Research,TRANSPORTATION - SSCI(Q1),14.56,,12.6
JOURNAL OF NANOBIOTECHNOLOGY,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q1),9.43,10.2,12.6
TRENDS IN ENDOCRINOLOGY AND METABOLISM,ENDOCRINOLOGY & METABOLISM - SCIE(Q1),10.59,10.9,12.6
EcoMat,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",12.21,14.6,12.6
TECHNOLOGY IN SOCIETY,SOCIAL ISSUES - SSCI(Q1),6.88,,12.5
Science Advances,MULTIDISCIPLINARY SCIENCES - SCIE(Q1),14.96,13.6,12.5
Carbohydrate Polymers,"CHEMISTRY, ORGANIC - SCIE(Q1)",10.72,11.2,12.5
PHARMACOLOGY & THERAPEUTICS,PHARMACOLOGY & PHARMACY - SCIE(Q1),13.4,13.5,12.5
Cell Discovery,CELL BIOLOGY - SCIE(Q1),38.08,33.5,12.5
BIOTECHNOLOGY ADVANCES,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q1),17.68,16,12.5
Carbon Neutrality,,,,12.5
PROGRESS IN QUANTUM ELECTRONICS,QUANTUM SCIENCE & TECHNOLOGY - SCIE(Q1),10.33,11.7,12.5
Tourism Management,MANAGEMENT - SSCI(Q1),12.88,,12.4
FOOD HYDROCOLLOIDS,FOOD SCIENCE & TECHNOLOGY - SCIE(Q1),11.5,10.7,12.4
WATER RESEARCH,WATER RESOURCES - SCIE(Q1),13.4,12.8,12.4
Artificial Intelligence in Agriculture,,,,12.4
AGEING RESEARCH REVIEWS,GERIATRICS & GERONTOLOGY - SCIE(Q1),11.79,13.1,12.4
Annual Review of Food Science and Technology,FOOD SCIENCE & TECHNOLOGY - SCIE(Q1),14.71,12.4,12.4
FEMS MICROBIOLOGY REVIEWS,MICROBIOLOGY - SCIE(Q1),15.18,11.3,12.3
International Journal of Oral Science,"DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q1)",24.9,14.9,12.2
COMMUNICATIONS OF THE ACM,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE(Q1)",14.07,22.7,12.2
ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,REMOTE SENSING - SCIE(Q1),11.77,12.7,12.2
CLINICAL PSYCHOLOGY REVIEW,"PSYCHOLOGY, CLINICAL - SSCI(Q1)",11.4,,12.2
Smart Learning Environments,EDUCATION & EDUCATIONAL RESEARCH - ESCI(Q1),,,12.1
Small,"PHYSICS, APPLIED - SCIE(Q1)",15.15,13.3,12.1
JOURNAL OF BIOMEDICAL SCIENCE,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1)",12.77,11,12.1
ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING,"ENGINEERING, MULTIDISCIPLINARY - SCIE(Q1)",8.17,9.7,12.1
JOURNAL OF FINANCIAL ECONOMICS,ECONOMICS - SSCI(Q1),8.24,,12
IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q1)",16.5,14.3,12
MOLECULAR THERAPY,GENETICS & HEREDITY - SCIE(Q1),12.91,12.4,12
Clinical Gastroenterology and Hepatology,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q1),13.58,12.6,12
GLOBAL CHANGE BIOLOGY,ECOLOGY - SCIE(Q1),13.21,11.6,12
IEEE Reviews in Biomedical Engineering,"ENGINEERING, BIOMEDICAL - SCIE(Q1)",7.07,17.6,12
ALLERGY,IMMUNOLOGY - SCIE(Q1),14.71,12.4,12
Sustainable Cities and Society,CONSTRUCTION & BUILDING TECHNOLOGY - SCIE(Q1),10.7,11.7,12
Advanced Industrial and Engineering Polymer Research,,,,12
Carbon Neutralization,,,,12
TRAC-TRENDS IN ANALYTICAL CHEMISTRY,"CHEMISTRY, ANALYTICAL - SCIE(Q1)",14.91,13.1,12
IEEE TRANSACTIONS ON FUZZY SYSTEMS,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q1)",12.25,11.9,11.9
METABOLISM-CLINICAL AND EXPERIMENTAL,ENDOCRINOLOGY & METABOLISM - SCIE(Q1),13.93,9.8,11.9
Redox Biology,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),10.79,11.4,11.9
Asian Journal of Pharmaceutical Sciences,PHARMACOLOGY & PHARMACY - SCIE(Q1),9.27,10.2,11.9
JOURNAL OF INFECTION,INFECTIOUS DISEASES - SCIE(Q1),38.64,28.2,11.9
Protection and Control of Modern Power Systems,ENERGY & FUELS - SCIE(Q1),10.5,11,11.9
npj Computational Materials,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",12.26,9.7,11.9
Biofuel Research Journal-BRJ,ENERGY & FUELS - ESCI(Q1),,,11.9
Industrial Chemistry & Materials,,,,11.9
Annual Review of Phytopathology,PLANT SCIENCES - SCIE(Q1),10.85,10.2,11.9
Polymer Reviews,POLYMER SCIENCE - SCIE(Q1),14.54,13.1,11.9
JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,DERMATOLOGY - SCIE(Q1),15.49,13.8,11.8
Med,"MEDICINE, RESEARCH & EXPERIMENTAL - ESCI(Q1)",,,11.8
JACC-Heart Failure,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1),12.54,13,11.8
Facta Universitatis-Series Mechanical Engineering,"ENGINEERING, MECHANICAL - SCIE(Q1)",4.62,7.9,11.8
MEDICAL IMAGE ANALYSIS,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q1)",13.83,10.9,11.8
Journal of Ocean Engineering and Science,"ENGINEERING, MARINE - SCIE(Q1)",4.8,7.1,11.8
JOURNAL OF STRATEGIC INFORMATION SYSTEMS,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q1)",14.68,7,11.8
CYTOKINE & GROWTH FACTOR REVIEWS,CELL BIOLOGY - SCIE(Q1),17.66,13,11.8
BRAIN,NEUROSCIENCES - SCIE(Q1),15.26,14.5,11.7
BIOLOGICAL REVIEWS,BIOLOGY - SCIE(Q1),14.35,10,11.7
Astrophysical Journal Letters,ASTRONOMY & ASTROPHYSICS - SCIE(Q1),8.81,7.9,11.7
Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery,"COMPUTER SCIENCE, THEORY & METHODS - SCIE(Q1)",7.56,7.8,11.7
Annual Review of Physical Chemistry,,,,11.7
AMERICAN ECONOMIC REVIEW,ECONOMICS - SSCI(Q1),11.49,,11.6
Earth System Science Data,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q1)",11.82,11.4,11.6
Engineering,"ENGINEERING, MULTIDISCIPLINARY - SCIE(Q1)",12.83,12.8,11.6
Blood Cancer Journal,HEMATOLOGY - SCIE(Q1),9.81,12.8,11.6
PLANT CELL,CELL BIOLOGY - SCIE(Q1),12.09,11.6,11.6
Plant Communications,PLANT SCIENCES - SCIE(Q1),8.63,10.5,11.6
Journal of Research in Interactive Marketing,BUSINESS - SSCI(Q1),10.18,,11.6
Journal of Industrial Information Integration,"ENGINEERING, INDUSTRIAL - SCIE(Q1)",11.72,15.7,11.6
CARBON,"CHEMISTRY, PHYSICAL - SCIE(Q1)",11.31,10.9,11.6
MEDICINAL RESEARCH REVIEWS,PHARMACOLOGY & PHARMACY - SCIE(Q1),12.39,13.3,11.6
Applied Physics Reviews,"PHYSICS, APPLIED - SCIE(Q1)",19.53,15,11.6
Chem Catalysis,,,,11.6
Smart Medicine,,,,11.6
Blood Cancer Discovery,HEMATOLOGY - ESCI(Q1),,,11.5
IEEE WIRELESS COMMUNICATIONS,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1)",12.78,12.9,11.5
JOURNAL OF CONTROLLED RELEASE,PHARMACOLOGY & PHARMACY - SCIE(Q1),11.47,10.8,11.5
AUTOMATION IN CONSTRUCTION,CONSTRUCTION & BUILDING TECHNOLOGY - SCIE(Q1),10.52,10.3,11.5
Biomarker Research,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1)",8.63,11.1,11.5
JACC-Cardiovascular Interventions,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1),11.08,11.3,11.4
EDUCATIONAL PSYCHOLOGIST,"PSYCHOLOGY, EDUCATIONAL - SSCI(Q1)",8.21,,11.4
Annual Review of Economics,ECONOMICS - SSCI(Q1),5.97,,11.4
REMOTE SENSING OF ENVIRONMENT,ENVIRONMENTAL SCIENCES - SCIE(Q1),13.85,13.5,11.4
ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,"ENGINEERING, MANUFACTURING - SCIE(Q1)",10.1,10.4,11.4
Evidence-Based Mental Health,PSYCHIATRY - SCIE(Q1),13.54,5.2,11.4
npj Clean Water,ENVIRONMENTAL SCIENCES - SCIE(Q1),12.19,11.4,11.4
Annual Review of Cell and Developmental Biology,CELL BIOLOGY - SCIE(Q1),11.9,11.3,11.4
Annual Review of Ecology Evolution and Systematics,ECOLOGY - SCIE(Q1),14.34,11.8,11.4
ACTA NUMERICA,MATHEMATICS - SCIE(Q1),15.58,14.2,11.3
CANADIAN MEDICAL ASSOCIATION JOURNAL,"MEDICINE, GENERAL & INTERNAL - SCIE(Q1)",16.86,14.6,11.3
JAMA Health Forum,,,,11.3
JOURNAL OF HAZARDOUS MATERIALS,"ENGINEERING, ENVIRONMENTAL - SCIE(Q1)",14.22,13.6,11.3
CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY,IMMUNOLOGY - SCIE(Q1),10.82,9.1,11.3
ENVIRONMENTAL SCIENCE & TECHNOLOGY,ENVIRONMENTAL SCIENCES - SCIE(Q1),11.36,11.4,11.3
Reviews in Aquaculture,FISHERIES - SCIE(Q1),10.62,10.4,11.3
Small Structures,NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q1),11.34,15.9,11.3
Genome Medicine,GENETICS & HEREDITY - SCIE(Q1),15.27,12.3,11.2
Environmental Impact Assessment Review,ENVIRONMENTAL STUDIES - SSCI(Q1),6.12,,11.2
JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,IMMUNOLOGY - SCIE(Q1),14.29,14.2,11.2
IEEE Computational Intelligence Magazine,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q1)",9.81,9,11.2
Tungsten,,,,11.2
Energy Materials,,,,11.2
Alzheimers & Dementia,CLINICAL NEUROLOGY - SCIE(Q1),16.66,14,11.1
Human Reproduction Open,OBSTETRICS & GYNECOLOGY - SCIE(Q1),7.13,8.3,11.1
IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1)",5.86,8.4,11.1
Additive Manufacturing,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",11.63,11,11.1
JAMA Dermatology,DERMATOLOGY - SCIE(Q1),11.82,10.9,11
PRX Quantum,QUANTUM SCIENCE & TECHNOLOGY - SCIE(Q1),7.51,9.7,11
Journal of Hospitality Marketing & Management,BUSINESS - SSCI(Q1),9.82,,11
Gut Microbes,MICROBIOLOGY - SCIE(Q1),9.43,12.2,11
Current Obesity Reports,ENDOCRINOLOGY & METABOLISM - SCIE(Q1),8.02,8.8,11
RELIABILITY ENGINEERING & SYSTEM SAFETY,"ENGINEERING, INDUSTRIAL - SCIE(Q1)",7.25,8.1,11
RARE METALS,METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q1),6.32,8.8,11
APPLIED ENERGY,ENERGY & FUELS - SCIE(Q1),11.45,11.2,11
TRENDS IN BIOCHEMICAL SCIENCES,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),14.26,13.8,11
Nano Convergence,"PHYSICS, APPLIED - SCIE(Q1)",10.04,11.7,11
Arthritis & Rheumatology,RHEUMATOLOGY - SCIE(Q1),15.48,13.3,10.9
TECHNOVATION,MANAGEMENT - SSCI(Q1),11.37,12.5,10.9
ENERGY CONVERSION AND MANAGEMENT,ENERGY & FUELS - SCIE(Q1),11.53,10.4,10.9
IEEE TRANSACTIONS ON CONSUMER ELECTRONICS,TELECOMMUNICATIONS - SCIE(Q1),4.41,4.3,10.9
Nano Today,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1)",18.96,17.4,10.9
RESOURCES CONSERVATION AND RECYCLING,"ENGINEERING, ENVIRONMENTAL - SCIE(Q1)",13.72,13.2,10.9
EUROPEAN JOURNAL OF HEART FAILURE,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1),17.35,18.2,10.8
Oeconomia Copernicana,ECONOMICS - SSCI(Q1),6.57,,10.8
Nature Cardiovascular Research,,,,10.8
EBioMedicine,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1)",11.21,11.1,10.8
INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS,BUSINESS - SSCI(Q1),8.96,,10.8
Materials Futures,,,,10.8
Advances in Physics-X,"PHYSICS, MULTIDISCIPLINARY - SCIE(Q1)",8.53,6,10.8
Research Integrity and Peer Review,ETHICS - ESCI(Q1),,,10.7
NBER Macroeconomics Annual,ECONOMICS - SSCI(Q1),5.39,,10.7
IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1)",8.35,10.4,10.7
Research,MULTIDISCIPLINARY SCIENCES - SCIE(Q1),11.04,11,10.7
MedComm,"MEDICINE, RESEARCH & EXPERIMENTAL - ESCI(Q1)",,,10.7
Materials Horizons,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1)",15.72,13.3,10.7
ANNUAL REVIEWS IN CONTROL,AUTOMATION & CONTROL SYSTEMS - SCIE(Q1),10.7,9.4,10.7
JOURNAL OF ECONOMIC LITERATURE,ECONOMICS - SSCI(Q1),12.91,,10.6
Educational Research Review,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q1),10.21,,10.6
JOURNAL OF EXPERIMENTAL MEDICINE,IMMUNOLOGY - SCIE(Q1),17.58,15.3,10.6
Cardiovascular Diabetology,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1),8.95,9.3,10.6
Cell Reports Medicine,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1)",16.99,14.3,10.6
Journal for ImmunoTherapy of Cancer,IMMUNOLOGY - SCIE(Q1),12.47,10.9,10.6
Light-Advanced Manufacturing,,,,10.6
Food Packaging and Shelf Life,FOOD SCIENCE & TECHNOLOGY - SCIE(Q1),8.75,8,10.6
NATURAL PRODUCT REPORTS,"CHEMISTRY, ORGANIC - SCIE(Q1)",15.11,11.9,10.6
REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q1),14.28,14.4,10.6
COMPUTERS & EDUCATION,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q1),11.18,12,10.5
ACADEMY OF MANAGEMENT JOURNAL,MANAGEMENT - SSCI(Q1),10.98,,10.5
PHARMACOLOGICAL RESEARCH,PHARMACOLOGY & PHARMACY - SCIE(Q1),10.33,9.3,10.5
BIOSENSORS & BIOELECTRONICS,"CHEMISTRY, ANALYTICAL - SCIE(Q1)",12.55,12.6,10.5
IEEE Transactions on Robotics,ROBOTICS - SCIE(Q1),6.84,7.8,10.5
PLANT BIOTECHNOLOGY JOURNAL,PLANT SCIENCES - SCIE(Q1),13.26,13.8,10.5
IEEE Transactions on Cybernetics,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q1)",19.12,11.8,10.5
Journal of High Energy Astrophysics,ASTRONOMY & ASTROPHYSICS - SCIE(Q1),4.93,3.8,10.5
CANCER TREATMENT REVIEWS,ONCOLOGY - SCIE(Q1),13.61,11.8,10.5
Carbon Capture Science & Technology,,,,10.5
PROGRESS IN SOLID STATE CHEMISTRY,"CHEMISTRY, INORGANIC & NUCLEAR - SCIE(Q1)",8.39,12,10.5
PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,"PSYCHOLOGY, SOCIAL - SSCI(Q1)",16.16,,10.4
IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q1)",9.24,8.9,10.4
European Respiratory Review,RESPIRATORY SYSTEM - SCIE(Q1),9.55,7.5,10.4
ACS Central Science,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1)",18.73,18.2,10.4
JOURNAL OF MARKETING,BUSINESS - SSCI(Q1),15.36,,10.4
JOURNAL OF OPERATIONS MANAGEMENT,OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE(Q1),6.72,7.8,10.4
Business & Information Systems Engineering,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q1)",5.68,7.9,10.4
Annual Review of Materials Research,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",13.97,9.7,10.4
Journal of Sport and Health Science,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI(Q1)",13.08,11.7,10.3
SOIL BIOLOGY & BIOCHEMISTRY,SOIL SCIENCE - SCIE(Q1),8.55,9.7,10.3
Current Climate Change Reports,METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE(Q1),9.71,9.5,10.3
CHINESE JOURNAL OF STRUCTURAL CHEMISTRY,CRYSTALLOGRAPHY - SCIE(Q1),0.85,2.2,10.3
Wiley Interdisciplinary Reviews-Climate Change,METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE(Q1),10.07,9.2,10.3
MOLECULAR ASPECTS OF MEDICINE,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1)",16.34,10.6,10.3
PHYSIOLOGY,PHYSIOLOGY - SCIE(Q1),11.85,8.4,10.3
Journal of Rock Mechanics and Geotechnical Engineering,"ENGINEERING, GEOLOGICAL - SCIE(Q1)",5.92,7.3,10.2
CLINICAL CANCER RESEARCH,ONCOLOGY - SCIE(Q1),13.8,11.5,10.2
DIABETOLOGIA,ENDOCRINOLOGY & METABOLISM - SCIE(Q1),10.46,8.2,10.2
Materials Today Bio,"ENGINEERING, BIOMEDICAL - SCIE(Q1)",10.76,8.2,10.2
JOURNAL OF RETAILING,BUSINESS - SSCI(Q1),11.19,,10.2
CELLULAR & MOLECULAR BIOLOGY LETTERS,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),8.7,8.3,10.2
